"Final Fantasy Card Name","Original MTG Name","Card Image","Card Set","Card Number","Print Variant","Available Variants","Treatment / Frame","Game Number","Rarity","Type Line","Color Identity","Owned","Non-Foil Qty","Foil Qty","Special Foil Qty","Total Quantity Owned","Condition","Price (USD)","Price (Foil)","Storage Location"
"Midgar, City of Mako // Reactor Raid","","=IMAGE(""https://cards.scryfall.io/normal/front/c/7/c7adec62-2093-4782-8d69-c5d60b561534.jpg?1783906147"", 1)","PFIN","286s","Promo","Traditional Foil, Promo","Standard","FF7","Rare","Land — Town // Sorcery — Adventure","B","No",0,0,0,0,"Near Mint (NM)","",12.09,""
"Midgar, City of Mako // Reactor Raid","","=IMAGE(""https://cards.scryfall.io/normal/front/f/a/fa605930-a7f0-410d-ac58-f5f0bd8caadf.jpg?1783906537"", 1)","FIN","0313","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF7","Rare","Land — Town // Sorcery — Adventure","B","No",0,0,0,0,"Near Mint (NM)",4.33,6.81,""
"Millikin","","=IMAGE(""https://cards.scryfall.io/normal/front/7/1/717b0d6b-fa62-46d2-a061-7161d3255c98.jpg?1783906237"", 1)","FIC","0352","Surge Foil","Surge Foil","Standard","FF6","Uncommon","Artifact Creature — Construct","Colorless","No",0,0,0,0,"Near Mint (NM)",0.28,"",""
"Mind Stone","","=IMAGE(""https://cards.scryfall.io/normal/front/7/f/7fdef0b6-a3b9-4752-bce6-53c0140a1693.jpg?1783906237"", 1)","FIC","0353","Surge Foil","Surge Foil","Standard","FF6","Uncommon","Artifact","Colorless","No",0,0,0,0,"Near Mint (NM)",0.29,"",""
"Minwu, White Mage","","=IMAGE(""https://cards.scryfall.io/normal/front/6/8/6822144f-f0eb-4e10-a217-52cad36d2973.jpg?1783906647"", 1)","FIN","0026","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF2","Rare","Legendary Creature — Human Cleric","W","No",0,0,0,0,"Near Mint (NM)",0.32,0.41,""
"Minwu, White Mage","","=IMAGE(""https://cards.scryfall.io/normal/front/9/9/995b373a-721f-4a52-83e6-bd94144bcb35.jpg?1783906197"", 1)","PFIN","26s","Promo","Traditional Foil, Promo","Standard","FF2","Rare","Legendary Creature — Human Cleric","W","No",0,0,0,0,"Near Mint (NM)","",5.48,""
"Minwu, White Mage","","=IMAGE(""https://cards.scryfall.io/normal/front/9/9/99ad3e31-815c-409f-8fe5-d13a3f5d2b65.jpg?1783906490"", 1)","FIN","0430","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF2","Rare","Legendary Creature — Human Cleric","W","No",0,0,0,0,"Near Mint (NM)",2.18,10.84,""
"Dawn Warriors' Legacy","Mizzix's Mastery","=IMAGE(""https://cards.scryfall.io/normal/front/8/a/8a139398-4d42-4715-8a5a-c446bf665a2e.jpg?1783906381"", 1)","FCA","0041","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF5","Rare","Sorcery","R","No",0,0,0,0,"Near Mint (NM)",4.98,13.85,""
"Mog, Moogle Warrior","","=IMAGE(""https://cards.scryfall.io/normal/front/e/9/e9cb8ac9-64a0-455d-a8dd-1579ee321bbd.jpg?1783906344"", 1)","FIC","0089","Surge Foil","Surge Foil","Standard","FF6","Rare","Legendary Creature — Moogle Warrior","RW","No",0,0,0,0,"Near Mint (NM)",0.22,"",""
"Mog, Moogle Warrior","","=IMAGE(""https://cards.scryfall.io/normal/front/f/8/f8ed092f-3a85-45d5-b986-2d400d6e1bad.jpg?1783904643"", 1)","FIC","0476","Wave Foil","Wave Foil","Borderless","FF6","Rare","Legendary Creature — Moogle Warrior","RW","No",0,0,0,0,"Near Mint (NM)","",41.65,""
"Mog, Moogle Warrior","","=IMAGE(""https://cards.scryfall.io/normal/front/5/7/572b31b6-ae09-43a7-a8d4-8f0f99f5cd8e.jpg?1783906312"", 1)","FIC","0179","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF6","Rare","Legendary Creature — Moogle Warrior","RW","No",0,0,0,0,"Near Mint (NM)",0.55,4.94,""
"Monk's Fist","","=IMAGE(""https://cards.scryfall.io/normal/front/9/9/995033f0-873d-4e46-b0c9-98ec8ef270ff.jpg?1783906554"", 1)","FIN","0265","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF1","Common","Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)",0.11,0.2,""
"Moogle","","=IMAGE(""https://cards.scryfall.io/normal/front/2/9/295b78dc-b26d-4e92-8f75-916566c4db14.jpg?1783906134"", 1)","TFIN","0011","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Common","Token Creature — Moogle","W","No",0,0,0,0,"Near Mint (NM)","","",""
"Moogle","","=IMAGE(""https://cards.scryfall.io/normal/front/2/0/20a709d5-4be5-487b-bfba-4b1821f2ebd3.jpg?1783906125"", 1)","TFIN","0034","Surge Foil","Surge Foil","Standard","FF6","Common","Token Creature — Moogle","W","No",0,0,0,0,"Near Mint (NM)","","",""
"Moogles' Valor","","=IMAGE(""https://cards.scryfall.io/normal/front/c/a/caa838a7-60a9-4791-af5b-194f7574c4c8.jpg?1783906647"", 1)","FIN","0027","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Rare","Instant","W","No",0,0,0,0,"Near Mint (NM)",0.61,1.21,""
"Moogles' Valor","","=IMAGE(""https://cards.scryfall.io/normal/front/8/b/8badb69b-27df-4572-ba76-dde6c8ba0279.jpg?1783906197"", 1)","PFIN","27s","Promo","Traditional Foil, Promo","Standard","FF6","Rare","Instant","W","No",0,0,0,0,"Near Mint (NM)","",8.92,""
"Moogles' Valor","","=IMAGE(""https://cards.scryfall.io/normal/front/5/2/522920b3-e7a4-4097-8321-2dbb326719c6.jpg?1783906532"", 1)","FIN","0326","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF6","Rare","Instant","W","No",0,0,0,0,"Near Mint (NM)",3.24,4.88,""
"Morbid Opportunist","","=IMAGE(""https://cards.scryfall.io/normal/front/4/4/44b14a83-ba66-4c94-8b67-ebe577024532.jpg?1783906271"", 1)","FIC","0278","Surge Foil","Surge Foil","Standard","FF6","Uncommon","Creature — Human Rogue","B","No",0,0,0,0,"Near Mint (NM)",0.19,"",""
"Mortify","","=IMAGE(""https://cards.scryfall.io/normal/front/5/f/5f4fa21b-4733-49a6-b751-779b8325c4d2.jpg?1783906252"", 1)","FIC","0327","Surge Foil","Surge Foil","Standard","FF6","Uncommon","Instant","BW","No",0,0,0,0,"Near Mint (NM)",0.27,"",""
"Mossfire Valley","","=IMAGE(""https://cards.scryfall.io/normal/front/d/e/de5279fc-2532-4e66-bc44-ca395e106ab0.jpg?1783906215"", 1)","FIC","0407","Surge Foil","Surge Foil","Standard","FF7","Rare","Land","GR","No",0,0,0,0,"Near Mint (NM)",0.24,"",""
"Mountain","","=IMAGE(""https://cards.scryfall.io/normal/front/9/a/9a58d03b-1b47-4d3c-9d8a-18f20c8f978b.jpg?1783904642"", 1)","FIC","0481","Wave Foil","Wave Foil","Standard","FF11","Common","Basic Land — Mountain","R","No",0,0,0,0,"Near Mint (NM)","",2.09,""
"Mountain","","=IMAGE(""https://cards.scryfall.io/normal/front/a/1/a18ef64b-a9de-4548-b4d5-168758442db7.jpg?1783906541"", 1)","FIN","0303","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Common","Basic Land — Mountain","R","No",0,0,0,0,"Near Mint (NM)",0.27,0.33,""
"Mountain","","=IMAGE(""https://cards.scryfall.io/normal/front/d/0/d061b9a8-e95d-48ec-a1c9-337433b62dfc.jpg?1783906540"", 1)","FIN","0304","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF4","Common","Basic Land — Mountain","R","No",0,0,0,0,"Near Mint (NM)",0.2,0.27,""
"Mountain","","=IMAGE(""https://cards.scryfall.io/normal/front/e/a/ea1735b9-fd10-4c9c-b9d3-046d8c22b852.jpg?1783906539"", 1)","FIN","0305","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF1","Common","Basic Land — Mountain","R","No",0,0,0,0,"Near Mint (NM)",0.29,0.39,""
"Mountain","","=IMAGE(""https://cards.scryfall.io/normal/front/0/c/0cef98b7-d54a-456e-8240-1c5af3a72a04.jpg?1783906431"", 1)","FIN","0575","Surge Foil","Surge Foil","Showcase","FF6","Common","Basic Land — Mountain","R","No",0,0,0,0,"Near Mint (NM)","",1.15,""
"Orphan, Cocoon fal'Cie","Muldrotha, the Gravetide","=IMAGE(""https://cards.scryfall.io/normal/front/7/5/752e16fc-8ee1-41f7-9495-6ab8029c9353.jpg?1783906376"", 1)","FCA","0057","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF13","Rare","Legendary Creature — Elemental Avatar","BGU","No",0,0,0,0,"Near Mint (NM)",2.2,16.62,""
"Murderous Rider // Swift End","","=IMAGE(""https://cards.scryfall.io/normal/front/d/d/dd239710-62ef-43b5-aea2-e82bb385744d.jpg?1783906272"", 1)","FIC","0279","Surge Foil","Surge Foil","Standard","FF14","Rare","Creature — Zombie Knight // Instant — Adventure","B","No",0,0,0,0,"Near Mint (NM)",0.23,"",""
"Mysidian Elder","","=IMAGE(""https://cards.scryfall.io/normal/front/6/b/6bc39af4-be19-4889-b930-df7ebf7b9481.jpg?1783906602"", 1)","FIN","0145","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF4","Common","Creature — Human Wizard","R","No",0,0,0,0,"Near Mint (NM)",0.25,0.27,""
"Cloud Strife","Najeela, the Blade-Blossom","=IMAGE(""https://cards.scryfall.io/normal/front/c/c/cc30e027-8cb8-4b06-a24a-6ad49d6a2cf3.jpg?1783906382"", 1)","FCA","0042","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF7","Mythic","Legendary Creature — Human Warrior","BGRUW","No",0,0,0,0,"Near Mint (NM)",13.59,131.78,""
"Namazu Trader","","=IMAGE(""https://cards.scryfall.io/normal/front/f/9/f9d25b34-990d-416c-aef7-1b5a73f19dd4.jpg?1783906616"", 1)","FIN","0107","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Creature — Fish Citizen","B","No",0,0,0,0,"Near Mint (NM)",0.08,0.18,""
"Search for the Frozen Esper","Nature's Claim","=IMAGE(""https://cards.scryfall.io/normal/front/d/3/d349901d-f9a6-4f09-a881-531c695cf1c4.jpg?1783906381"", 1)","FCA","0047","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF6","Uncommon","Instant","G","No",0,0,0,0,"Near Mint (NM)",0.48,2.22,""
"Nature's Lore","","=IMAGE(""https://cards.scryfall.io/normal/front/0/1/01c2b71a-492d-431c-90ba-173781ba8815.jpg?1783906257"", 1)","FIC","0311","Surge Foil","Surge Foil","Standard","FF7","Common","Sorcery","G","No",0,0,0,0,"Near Mint (NM)",2.56,"",""
"Nesting Grounds","","=IMAGE(""https://cards.scryfall.io/normal/front/e/9/e99933e3-9237-45e8-b067-44367fc21430.jpg?1783906216"", 1)","FIC","0408","Surge Foil","Surge Foil","Standard","FF10","Uncommon","Land","Colorless","No",0,0,0,0,"Near Mint (NM)",0.34,"",""
"Nibelheim Aflame","","=IMAGE(""https://cards.scryfall.io/normal/front/3/d/3d3e926a-74af-4996-849f-d31e0fdedeae.jpg?1783906601"", 1)","FIN","0146","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Mythic","Sorcery","R","No",0,0,0,0,"Near Mint (NM)",4.53,5.02,""
"Nibelheim Aflame","","=IMAGE(""https://cards.scryfall.io/normal/front/8/7/87c9a2a6-b755-45a1-a785-792c7f179f18.jpg?1783906176"", 1)","PFIN","146s","Promo","Traditional Foil, Promo","Standard","FF7","Mythic","Sorcery","R","No",0,0,0,0,"Near Mint (NM)","",24.73,""
"Nibelheim Aflame","","=IMAGE(""https://cards.scryfall.io/normal/front/f/6/f6c21de9-7278-4406-8037-afe2c29b271f.jpg?1783906527"", 1)","FIN","0339","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF7","Mythic","Sorcery","R","No",0,0,0,0,"Near Mint (NM)",13.13,23.42,""
"Nibelheim Aflame // Nibelheim Aflame","","=IMAGE(""https://cards.scryfall.io/normal/front/9/d/9d721a89-f928-413b-9e66-d7d9671f1534.jpg?1783906407"", 1)","AFIN","0035","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF7","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Night's Whisper","","=IMAGE(""https://cards.scryfall.io/normal/front/4/7/47dfd4bd-a7a0-40bd-80e8-16c5ddd91091.jpg?1783906273"", 1)","FIC","0280","Surge Foil","Surge Foil","Standard","FF6","Common","Sorcery","B","No",0,0,0,0,"Near Mint (NM)",0.29,"",""
"Ninja's Blades","","=IMAGE(""https://cards.scryfall.io/normal/front/a/6/a6b5af82-3646-44f9-ac12-1d7fa698f037.jpg?1783906616"", 1)","FIN","0108","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Rare","Artifact — Equipment","B","No",0,0,0,0,"Near Mint (NM)",0.36,0.89,""
"Ninja's Blades","","=IMAGE(""https://cards.scryfall.io/normal/front/d/7/d75917b1-0ffb-4bff-b75f-973e26e172df.jpg?1783906182"", 1)","PFIN","108s","Promo","Traditional Foil, Promo","Standard","FF14","Rare","Artifact — Equipment","B","No",0,0,0,0,"Near Mint (NM)","",4.72,""
"Noctis, Heir Apparent","","=IMAGE(""https://cards.scryfall.io/normal/front/c/8/c8c69ad3-e999-4beb-85f5-527a00f482da.jpg?1783904650"", 1)","FIC","0460","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF15","Rare","Legendary Creature — Human Noble","BUW","No",0,0,0,0,"Near Mint (NM)",4.88,3.42,""
"Noctis, Heir Apparent // Noctis, Heir Apparent","","=IMAGE(""https://cards.scryfall.io/normal/front/c/0/c028cb1b-cd10-4a30-91fd-3216a86aa966.jpg?1783904662"", 1)","AFIC","0019","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF15","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Noctis, Prince of Lucis","","=IMAGE(""https://cards.scryfall.io/normal/front/1/8/1881a66b-956d-4bab-b578-5b2d3407c972.jpg?1783906565"", 1)","FIN","0235","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF15","Rare","Legendary Creature — Human Noble","BUW","No",0,0,0,0,"Near Mint (NM)",0.32,0.48,""
"Noctis, Prince of Lucis","","=IMAGE(""https://cards.scryfall.io/normal/front/4/8/48ea4aa3-6514-4518-87d7-4a26ee4d3d3f.jpg?1783906158"", 1)","PFIN","235s","Promo","Traditional Foil, Promo","Standard","FF15","Rare","Legendary Creature — Human Noble","BUW","No",0,0,0,0,"Near Mint (NM)","",8.36,""
"Noctis, Prince of Lucis","","=IMAGE(""https://cards.scryfall.io/normal/front/8/d/8d61fe60-0318-4362-8cea-7c6499b8ca70.jpg?1783906501"", 1)","FIN","0401","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF15","Rare","Legendary Creature — Human Noble","BUW","No",0,0,0,0,"Near Mint (NM)",3.2,4.36,""
"Noctis, Prince of Lucis","","=IMAGE(""https://cards.scryfall.io/normal/front/8/7/8717cde9-eaee-4926-ab6e-02bb58421d05.jpg?1783906460"", 1)","FIN","0500","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF15","Rare","Legendary Creature — Human Noble","BUW","No",0,0,0,0,"Near Mint (NM)",2.65,15.42,""
"Noctis, Prince of Lucis","","=IMAGE(""https://cards.scryfall.io/normal/front/4/9/49543cd4-d976-4d3b-a7d2-6acfbb28b1b5.jpg?1783906440"", 1)","FIN","0546","Surge Foil","Surge Foil","Borderless","FF15","Rare","Legendary Creature — Human Noble","BUW","No",0,0,0,0,"Near Mint (NM)","",42.54,""
"Nomad Outpost","","=IMAGE(""https://cards.scryfall.io/normal/front/7/9/790d5244-5042-4b84-b16d-be0f87d11fad.jpg?1783906215"", 1)","FIC","0409","Surge Foil","Surge Foil","Standard","FF6","Uncommon","Land","BRW","No",0,0,0,0,"Near Mint (NM)",0.34,"",""
"The Cloudsea Djinn","Nyxbloom Ancient","=IMAGE(""https://cards.scryfall.io/normal/front/5/f/5f2b2373-9052-4246-a644-1f5b723ea9f1.jpg?1783906389"", 1)","FCA","0016","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF1","Mythic","Enchantment Creature — Elemental","G","No",0,0,0,0,"Near Mint (NM)",29.3,124.52,""
"O'aka, Traveling Merchant","","=IMAGE(""https://cards.scryfall.io/normal/front/9/d/9d860089-fb88-4736-b7f4-b605551bedc8.jpg?1783906362"", 1)","FIC","0039","Surge Foil","Surge Foil","Standard","FF10","Rare","Legendary Creature — Human Citizen","U","No",0,0,0,0,"Near Mint (NM)",0.34,"",""
"O'aka, Traveling Merchant","","=IMAGE(""https://cards.scryfall.io/normal/front/d/2/d292e7d4-deab-47f8-bc6d-d7cbb01a3268.jpg?1783906324"", 1)","FIC","0144","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF10","Rare","Legendary Creature — Human Citizen","U","No",0,0,0,0,"Near Mint (NM)",1.11,4.92,""
"Observed Stasis","","=IMAGE(""https://cards.scryfall.io/normal/front/6/3/6301c10c-8c27-4595-a0a7-30c621332b2c.jpg?1783906361"", 1)","FIC","0040","Surge Foil","Surge Foil","Standard","FF14","Rare","Enchantment — Aura","U","No",0,0,0,0,"Near Mint (NM)",0.26,"",""
"Observed Stasis","","=IMAGE(""https://cards.scryfall.io/normal/front/a/b/abfa939d-3914-44ec-979c-731e9413ba3a.jpg?1783906335"", 1)","FIC","0113","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Rare","Enchantment — Aura","U","No",0,0,0,0,"Near Mint (NM)",0.64,1.52,""
"Omega, Heartless Evolution","","=IMAGE(""https://cards.scryfall.io/normal/front/9/a/9a8eb7e6-0c0b-42d0-aa90-2d3d29bc15aa.jpg?1783906564"", 1)","FIN","0236","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Uncommon","Legendary Artifact Creature — Robot","GU","No",0,0,0,0,"Near Mint (NM)",0.18,0.32,""
"Omega, Heartless Evolution","","=IMAGE(""https://cards.scryfall.io/normal/front/6/1/615f1a04-2ad4-443b-a915-2181a6bf13af.jpg?1783906524"", 1)","FIN","0347","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF14","Uncommon","Legendary Artifact Creature — Robot","GU","No",0,0,0,0,"Near Mint (NM)",0.32,0.34,""
"Omega, Heartless Evolution","","=IMAGE(""https://cards.scryfall.io/normal/front/9/2/926953df-e1f8-4d3e-a05d-93657143da04.jpg?1783906460"", 1)","FIN","0501","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Uncommon","Legendary Artifact Creature — Robot","GU","No",0,0,0,0,"Near Mint (NM)",0.56,6.11,""
"Opera Love Song","","=IMAGE(""https://cards.scryfall.io/normal/front/0/3/0343916d-1b65-4e95-aef1-e72dbcebf0c4.jpg?1783906601"", 1)","FIN","0147","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Uncommon","Instant","R","No",0,0,0,0,"Near Mint (NM)",0.33,0.37,""
"Overflowing Basin","","=IMAGE(""https://cards.scryfall.io/normal/front/2/d/2d0812ef-a3b7-49d0-b1b8-ec0c8891b887.jpg?1783906214"", 1)","FIC","0410","Surge Foil","Surge Foil","Standard","FF10","Rare","Land","GU","No",0,0,0,0,"Near Mint (NM)",0.3,"",""
"Overkill","","=IMAGE(""https://cards.scryfall.io/normal/front/a/e/ae075e71-d33d-4d6c-b4a5-0b47dd6fd196.jpg?1783906615"", 1)","FIN","0109","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF10","Uncommon","Instant","B","No",0,0,0,0,"Near Mint (NM)",0.28,0.41,""
"Palace Jailer","","=IMAGE(""https://cards.scryfall.io/normal/front/9/f/9f129968-0af6-4ae4-a0c3-6f911a7bae22.jpg?1783906286"", 1)","FIC","0247","Surge Foil","Surge Foil","Standard","FF6","Uncommon","Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.27,"",""
"Paladin's Arms","","=IMAGE(""https://cards.scryfall.io/normal/front/4/4/446506c5-5e1d-4b42-aef3-ea247d7881ef.jpg?1783906646"", 1)","FIN","0028","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Artifact — Equipment","W","No",0,0,0,0,"Near Mint (NM)",0.18,0.3,""
"Papalymo Totolymo","","=IMAGE(""https://cards.scryfall.io/normal/front/0/b/0b876b1e-fcf4-4e5c-81b0-1080ac8099ed.jpg?1783906343"", 1)","FIC","0090","Surge Foil","Surge Foil","Standard","FF14","Rare","Legendary Creature — Dwarf Wizard","BW","No",0,0,0,0,"Near Mint (NM)",0.3,"",""
"Papalymo Totolymo","","=IMAGE(""https://cards.scryfall.io/normal/front/7/a/7a3ebe5c-d34a-4e47-a060-76f6700af12d.jpg?1783906313"", 1)","FIC","0180","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Rare","Legendary Creature — Dwarf Wizard","BW","No",0,0,0,0,"Near Mint (NM)",0.59,5.54,""
"Path of Ancestry","","=IMAGE(""https://cards.scryfall.io/normal/front/4/d/4dd83a5d-1908-4141-8449-fac5e77cd6c0.jpg?1783906213"", 1)","FIC","0411","Surge Foil","Surge Foil","Standard","FF7","Common","Land","Colorless","No",0,0,0,0,"Near Mint (NM)",0.26,"",""
"Path of Discovery","","=IMAGE(""https://cards.scryfall.io/normal/front/a/d/ad09a5c2-3081-4d5d-9c0f-037e045e9045.jpg?1783906256"", 1)","FIC","0312","Surge Foil","Surge Foil","Standard","FF10","Rare","Enchantment","G","No",0,0,0,0,"Near Mint (NM)",0.28,"",""
"Path to Exile","","=IMAGE(""https://cards.scryfall.io/normal/front/b/b/bba46570-dca2-4849-966a-0972e6a4c506.jpg?1783906287"", 1)","FIC","0248","Surge Foil","Surge Foil","Standard","FF10","Uncommon","Instant","W","No",0,0,0,0,"Near Mint (NM)",1.28,"",""
"Phantom Train","","=IMAGE(""https://cards.scryfall.io/normal/front/7/a/7a50d2ac-101d-41e1-b400-18fa7d2d7125.jpg?1783906616"", 1)","FIN","0110","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Uncommon","Artifact — Vehicle","B","No",0,0,0,0,"Near Mint (NM)",0.21,0.3,""
"Phoenix Down","","=IMAGE(""https://cards.scryfall.io/normal/front/6/2/62e299b0-9ef6-49d3-aa79-384325fed89e.jpg?1783906645"", 1)","FIN","0029","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Uncommon","Artifact","W","No",0,0,0,0,"Near Mint (NM)",0.17,0.31,""
"Phoenix Down","","=IMAGE(""https://cards.scryfall.io/normal/front/d/e/de3b9b08-f430-4f01-8a42-3a9f1415eee0.jpg?1783906430"", 1)","FIN","0578","Surge Foil","Surge Foil","Standard","FF6","Uncommon","Artifact","W","No",0,0,0,0,"Near Mint (NM)","",3.43,""
"Pitiless Plunderer","","=IMAGE(""https://cards.scryfall.io/normal/front/8/b/8ba8b02a-8a05-40cd-8b83-51fd0cc0a7a5.jpg?1783906270"", 1)","FIC","0281","Surge Foil","Surge Foil","Standard","FF6","Uncommon","Creature — Human Pirate","B","No",0,0,0,0,"Near Mint (NM)",4.8,"",""
"Plains","","=IMAGE(""https://cards.scryfall.io/normal/front/a/8/a8d4a0cf-9bbc-43da-a88c-47cb43fe13af.jpg?1783904643"", 1)","FIC","0478","Wave Foil","Wave Foil","Standard","FF8","Common","Basic Land — Plains","W","No",0,0,0,0,"Near Mint (NM)","",5.54,""
"Plains","","=IMAGE(""https://cards.scryfall.io/normal/front/9/d/9dd2d666-7c6b-48ce-93dc-c004ebdd1fe9.jpg?1783906546"", 1)","FIN","0294","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF12","Common","Basic Land — Plains","W","No",0,0,0,0,"Near Mint (NM)",0.24,0.24,""
"Plains","","=IMAGE(""https://cards.scryfall.io/normal/front/e/6/e623b058-76d2-476b-9ee6-82807f7992c3.jpg?1783906544"", 1)","FIN","0295","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Common","Basic Land — Plains","W","No",0,0,0,0,"Near Mint (NM)",0.28,0.24,""
